,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.009953418746590616,0.010419044643640518,0.010625041089951992,0.010495351627469063,0.01016743015497923,0.010763298720121384,0.010512337088584902,0.010900543071329592,0.010457918047904967,0.010588250122964382,0.01047669257968664,0.010304744355380535,0.010219241492450237,0.010597750544548033,0.01070029567927122,0.010755551978945732,0.01015659514814615,0.010429451242089272,0.010033869184553625,0.010306247510015965,0.010439803823828697,0.010594664141535759,0.010748698376119135,0.010228011757135393,0.010621010325849056,0.010689967311918736,0.010677533224225044,0.010524665936827661,0.01096063293516636,0.010560473427176477
1,0.007624443154782056,0.007333966437727214,0.007786050904542206,0.007825944572687149,0.0078430799767375,0.007608548738062381,0.007673343643546104,0.008124606683850288,0.008128920570015907,0.007559835910797119,0.007949534803628922,0.00791510660201311,0.007843651808798313,0.007746837567538024,0.008006246760487555,0.007870953530073164,0.007521433290094137,0.007825631648302078,0.007584984879940748,0.007442568428814411,0.007770474534481764,0.007545187138020992,0.007975117303431034,0.007645483594387771,0.007933088578283787,0.00777036603540182,0.00792219489812851,0.007678287569433448,0.008006338030099869,0.007786295376718043
2,0.008062952198088169,0.00850858725607395,0.007620335556566715,0.007981929928064345,0.007422357331961393,0.007841357961297035,0.008279598318040373,0.008566337637603283,0.00849064067006111,0.008215381763875484,0.008080912753939629,0.00837953481823206,0.007861507125198843,0.008005463518202305,0.008330730721354483,0.008073758333921432,0.0079350508749485,0.008381097577512264,0.008142033591866493,0.007775025442242623,0.008198135532438757,0.007791911251842975,0.008110027760267258,0.008026965893805029,0.008077957667410374,0.008307784795761108,0.00834822189062834,0.008060086518526077,0.008318403735756876,0.007990486919879913
3,0.008290084078907967,0.008571814745664595,0.008192917332053185,0.007968523539602755,0.008240083232522009,0.007915140129625797,0.008147511631250381,0.008457093499600886,0.008398156613111496,0.008375142700970173,0.00819665379822254,0.008199709467589855,0.00786726363003254,0.007921428419649601,0.008442400023341179,0.008383650332689284,0.008117475546896458,0.008471280336380003,0.008153656497597696,0.008387173525989054,0.008511184714734553,0.007891527377068995,0.008472148329019545,0.008183149620890617,0.008247749879956244,0.008271115832030771,0.008004455827176571,0.00843160692602396,0.00809086300432682,0.008153739385306835
4,0.009136472828686236,0.009244357235729696,0.009395187720656397,0.009444459341466425,0.010009721852838991,0.009367411024868488,0.009731986559927464,0.009136698208749294,0.009238963946700096,0.009388985112309454,0.009060585871338844,0.008859516121447086,0.009354078210890291,0.00945168826729059,0.009541448205709454,0.009050313383340836,0.009770093485713005,0.009628052823245524,0.009653938934206963,0.009589991532266143,0.009261947125196457,0.009367537684738638,0.00873831380158663,0.009119846858084202,0.008934857323765753,0.009011661633849146,0.009087819606065752,0.009701677598059176,0.008984929881989958,0.008998982608318329
5,0.008267091587185858,0.008289460092782974,0.008551043458282948,0.008246542885899544,0.008833601139485838,0.008285481482744217,0.008524774573743342,0.00815580040216446,0.008025776594877243,0.008311975747346878,0.008019742555916308,0.008201398886740206,0.008215652778744698,0.008521436713635921,0.008236677385866644,0.00800381787121296,0.008351931348443031,0.00870762951672077,0.008786279708147049,0.008287431672215462,0.008228474296629427,0.008314619772136211,0.0082010542973876,0.008613780140876768,0.007690503261983394,0.008236726745963097,0.007895939983427521,0.008733065798878668,0.0082318726927042,0.008019073866307734
6,0.009666483849287033,0.009405929595232012,0.00941416993737221,0.009461953304708006,0.009405906312167645,0.009537045843899252,0.009321949444711207,0.009157606400549412,0.009157281368970873,0.009200450964272024,0.009658624418079853,0.008948149159550665,0.009337334893643854,0.009703934192657472,0.009379385970532896,0.009687111712992193,0.009136213921010496,0.009314409457147121,0.00945477560162544,0.009191229008138178,0.009037473239004612,0.009573786519467829,0.009995470754802227,0.009439439512789248,0.009634507820010185,0.009542802348732945,0.009772764518857002,0.009807989932596685,0.009381178766489029,0.009411857463419437
7,0.012143354862928389,0.011431192979216577,0.01149020157754421,0.01130896247923374,0.011303219944238663,0.011685087345540527,0.011385766789317133,0.011457270942628384,0.011306083761155604,0.011031415313482285,0.011776050552725794,0.011312767863273619,0.011303653940558432,0.012042977847158909,0.011168445460498335,0.011165018193423746,0.011601458303630352,0.011290027759969234,0.011358638294041155,0.011044009588658808,0.011556963436305523,0.011534829623997213,0.011812474578619005,0.011745640076696873,0.011613775044679638,0.011559244245290754,0.011650949716567991,0.011435096152126786,0.011387189850211143,0.01149374805390835
8,0.01461928617209196,0.014759560115635393,0.013994381763041021,0.013892443850636482,0.014495723880827429,0.013969916850328445,0.014459251426160334,0.014250082895159721,0.014718062244355675,0.014214316383004187,0.014468380250036716,0.014513950794935225,0.013872747309505941,0.015046282671391966,0.014600334689021109,0.013998706825077532,0.014207350090146063,0.014108214527368544,0.014736288227140903,0.014480913057923315,0.014297609217464926,0.014784698374569416,0.014215826988220213,0.014065689407289026,0.014360927976667881,0.014272875152528288,0.014444183558225635,0.014030479826033115,0.014556701295077797,0.014543338678777216
9,0.01500528492033482,0.014842906035482882,0.014646487310528757,0.014098872430622578,0.013893385417759415,0.013936196453869343,0.014706751331686975,0.014061486348509787,0.014210680499672888,0.014095494523644447,0.014291071332991125,0.01432855520397425,0.014129274524748325,0.014907644130289556,0.014761843718588354,0.014247247017920016,0.014682522043585777,0.014633298851549625,0.015463428571820259,0.014237306080758575,0.014174013398587704,0.014681781642138956,0.014203065074980259,0.013915458694100383,0.013850414194166659,0.014056338928639887,0.014066048897802828,0.014375888742506502,0.014097096398472784,0.014006494544446467
